Age,Budget (NPR),Duration (days),Activity Preference,Spending Score,Cluster,KMeans_Cluster
44,2386.43,6.7,Cultural,9.9,1,4
18,5440.64,12.9,Relaxation,32.6,2,3
32,3760.96,7.7,Adventure,17.1,3,3
30,5505.63,13.8,Adventure,27.3,3,3
53,1241.32,2.1,Spiritual,1.0,4,4
43,2481.13,7.3,Cultural,8.6,1,4
58,3944.82,5.7,Cultural,14.9,1,4
59,3796.17,6.3,Cultural,21.4,1,4
34,4141.38,14.4,Relaxation,26.0,1,4
54,1265.1,3.9,Spiritual,1.0,4,4
70,2380.15,13.0,Spiritual,21.0,4,4
38,3969.07,7.5,Adventure,12.9,3,3
53,3706.71,4.6,Adventure,16.8,3,3
46,3904.02,3.9,Cultural,8.0,1,4
72,6885.99,18.8,Cultural,30.9,2,0
26,7141.47,10.1,Adventure,38.7,2,3
23,2139.43,2.5,Spiritual,15.2,4,4
48,3194.04,4.4,Cultural,11.5,1,4
39,3186.5,6.9,Cultural,15.9,1,4
27,907.09,2.0,Adventure,5.2,0,1
29,3967.37,14.3,Adventure,17.9,3,3
54,2946.12,7.1,Cultural,14.5,1,4
52,7720.62,14.5,Cultural,31.8,2,0
28,914.44,1.1,Cultural,4.6,0,1
41,4118.03,7.4,Adventure,22.1,3,3
34,3554.8,11.7,Adventure,15.4,3,3
30,2854.26,1.9,Adventure,9.2,3,1
37,2674.43,9.1,Cultural,12.1,1,4
42,3341.44,8.0,Cultural,23.8,1,3
28,4611.22,5.7,Adventure,6.9,3,1
56,3413.16,16.1,Spiritual,13.0,4,4
24,1892.28,3.3,Spiritual,4.6,4,4
30,2588.38,1.0,Spiritual,6.2,4,4
30,4149.17,14.1,Adventure,24.7,3,3
48,2508.35,1.6,Cultural,1.0,1,1
36,6557.5,9.2,Adventure,24.0,3,3
62,8689.07,18.3,Cultural,41.6,2,0
20,944.35,16.3,Adventure,11.9,0,1
66,1105.0,9.0,Spiritual,6.7,4,4
21,1812.0,1.3,Spiritual,6.9,4,4
25,3645.66,1.0,Spiritual,12.6,4,4
31,1434.07,5.9,Adventure,5.8,0,1
29,5000.65,8.0,Adventure,27.1,3,3
31,4086.26,6.6,Cultural,14.4,1,3
74,3751.17,19.6,Spiritual,29.2,4,0
33,6851.04,16.5,Cultural,32.0,2,3
35,4743.88,10.1,Relaxation,25.7,1,4
25,3444.51,3.6,Adventure,19.8,3,3
34,3435.16,7.0,Relaxation,8.3,1,4
28,3715.44,11.2,Adventure,21.9,3,3
59,3904.93,6.3,Cultural,11.1,1,4
28,1894.6,2.3,Cultural,10.7,0,1
29,1739.01,9.5,Relaxation,17.0,0,4
36,4715.23,4.4,Adventure,16.9,3,3
26,617.35,8.6,Adventure,7.9,0,1
46,6474.23,7.2,Cultural,33.7,2,0
20,592.99,4.4,Adventure,1.0,0,1
48,1168.6,8.4,Relaxation,2.7,0,4
23,534.4,3.8,Cultural,8.4,0,1
24,782.54,10.1,Adventure,3.7,0,1
51,7185.94,15.1,Cultural,31.6,2,0
29,5514.57,16.0,Adventure,17.6,3,3
48,3827.71,8.7,Cultural,20.6,1,4
42,4444.5,5.5,Adventure,27.0,3,3
59,1908.69,19.5,Spiritual,26.2,4,4
23,2108.98,2.2,Spiritual,6.2,4,4
30,6869.95,13.8,Adventure,32.7,2,3
66,4111.09,7.0,Cultural,19.5,1,4
37,3498.53,16.5,Adventure,25.6,3,3
19,2132.79,1.3,Adventure,13.4,3,1
33,3612.65,11.1,Adventure,19.1,3,3
44,5022.8,13.5,Adventure,26.0,3,3
47,8290.47,17.7,Relaxation,33.0,2,0
29,5603.09,7.4,Adventure,23.7,3,3
61,4015.61,5.2,Cultural,15.0,1,4
26,1198.63,1.7,Adventure,10.0,0,1
47,3444.29,7.4,Cultural,15.0,1,4
35,6409.78,8.4,Adventure,23.1,3,3
30,4855.4,6.6,Adventure,16.3,3,3
24,5052.88,13.1,Adventure,26.4,2,3
37,2379.94,11.5,Cultural,21.0,1,3
23,610.37,1.5,Adventure,1.9,0,1
36,2297.7,7.7,Cultural,9.6,1,1
23,505.13,1.1,Adventure,2.6,0,1
57,3692.99,3.7,Cultural,25.2,1,4
22,2550.41,1.2,Spiritual,14.1,4,4
39,9235.87,15.9,Cultural,48.6,2,0
22,643.56,1.6,Adventure,1.0,0,1
23,3746.4,11.7,Relaxation,14.6,1,4
21,1080.01,1.0,Adventure,9.0,0,1
27,894.51,10.9,Adventure,2.8,0,1
52,1572.97,11.0,Spiritual,10.4,4,4
20,888.03,6.2,Adventure,1.0,0,1
57,2615.29,16.3,Spiritual,27.1,4,4
46,3682.0,2.5,Relaxation,16.7,1,4
61,6080.26,8.9,Relaxation,29.9,2,0
26,5324.62,9.8,Adventure,24.5,3,3
18,439.0,1.0,Adventure,1.3,0,1
40,6417.65,14.6,Relaxation,30.0,2,0
27,4519.93,7.4,Adventure,19.7,3,3
32,4853.92,3.1,Adventure,15.0,3,3
47,1740.32,6.9,Spiritual,6.5,4,4
33,4101.43,5.8,Adventure,17.5,3,3
19,1419.83,2.8,Cultural,8.5,0,1
25,1247.35,2.7,Cultural,3.0,0,1
44,3561.29,8.0,Relaxation,29.6,1,4
22,4090.2,11.4,Adventure,17.7,3,3
23,3094.41,7.3,Spiritual,15.4,4,4
39,9086.7,23.0,Relaxation,43.5,2,0
18,5777.13,4.0,Adventure,26.5,2,3
23,952.98,8.2,Cultural,1.0,0,1
58,6822.54,23.4,Relaxation,30.4,2,0
51,7901.21,13.1,Cultural,33.5,2,0
64,3732.77,7.0,Cultural,15.9,1,4
20,1051.73,6.3,Cultural,7.1,0,1
29,777.18,9.7,Cultural,11.2,0,1
42,3512.56,8.8,Cultural,18.4,1,4
18,5542.73,11.4,Adventure,28.2,2,3
56,2818.22,5.2,Relaxation,11.0,1,4
37,2553.02,19.0,Spiritual,19.3,4,4
20,2115.7,4.0,Cultural,2.7,1,1
40,8523.51,17.4,Relaxation,32.9,2,0
33,2772.88,13.6,Relaxation,19.4,1,4
63,7689.47,21.8,Relaxation,29.1,2,0
40,4590.58,6.5,Cultural,22.9,1,3
44,7300.75,8.1,Adventure,34.1,3,3
29,3462.21,10.0,Adventure,20.3,3,3
65,8669.74,13.0,Cultural,36.1,2,0
32,5624.95,6.8,Adventure,29.5,3,3
67,6372.98,16.0,Relaxation,26.5,2,0
63,938.0,11.0,Spiritual,7.4,4,4
29,3520.96,5.5,Relaxation,11.9,1,4
24,2974.1,8.7,Relaxation,12.6,1,4
32,1815.57,2.7,Spiritual,3.0,4,4
42,13953.0,26.0,Relaxation,59.4,2,0
23,1326.26,11.2,Adventure,6.5,0,1
48,9628.0,36.0,Cultural,46.0,2,0
73,3482.37,10.1,Relaxation,11.1,1,4
29,1516.1,7.6,Cultural,7.6,0,1
20,1217.88,1.2,Cultural,1.0,0,1
34,3549.87,5.7,Cultural,19.3,1,3
24,2934.22,2.0,Spiritual,5.7,4,4
26,1361.53,2.0,Adventure,14.8,0,1
27,3389.65,4.1,Spiritual,10.6,4,4
21,6502.59,7.3,Relaxation,30.0,2,3
22,6904.28,8.8,Adventure,39.2,2,3
40,1779.35,20.5,Spiritual,13.7,4,4
29,712.17,1.7,Adventure,9.4,0,1
33,3296.04,4.3,Cultural,7.6,1,1
53,7386.49,16.4,Cultural,33.8,2,0
33,3483.0,8.6,Relaxation,19.3,1,4
29,559.95,1.8,Cultural,1.7,0,1
55,3082.29,6.2,Cultural,14.1,1,4
61,5276.4,16.3,Cultural,29.2,2,0
60,2296.68,21.9,Spiritual,19.9,4,4
27,3895.41,10.1,Adventure,5.0,3,1
21,3026.97,8.9,Cultural,15.9,1,1
20,485.0,1.0,Adventure,2.6,0,1
22,2257.39,1.0,Spiritual,8.0,4,4
24,1572.9,5.6,Adventure,14.6,0,1
24,9522.0,8.0,Adventure,29.7,2,3
30,4680.54,9.4,Adventure,21.4,3,3
23,2395.6,1.2,Cultural,4.6,1,1
59,5557.11,9.9,Relaxation,22.1,2,4
28,1264.0,48.0,Adventure,26.4,0,2
28,900.52,5.5,Adventure,5.8,0,1
40,2720.15,6.7,Cultural,25.3,1,3
44,8096.35,12.4,Adventure,27.5,2,3
40,7014.54,10.4,Adventure,30.4,2,3
61,7942.71,14.7,Relaxation,42.4,2,0
20,2092.17,4.0,Adventure,2.6,3,1
28,6990.64,10.0,Adventure,28.7,3,3
45,8485.39,25.9,Relaxation,39.7,2,0
24,9627.0,5.0,Relaxation,36.8,2,0
25,2089.04,1.8,Cultural,10.9,1,1
49,5924.34,11.5,Relaxation,18.2,2,4
22,1520.62,1.0,Spiritual,8.7,4,4
18,1351.93,4.4,Adventure,1.0,0,1
28,1346.16,1.2,Adventure,5.5,0,1
27,679.04,6.8,Adventure,8.9,0,1
45,1592.55,8.4,Cultural,9.2,0,4
61,7226.76,17.8,Cultural,39.6,2,0
56,7324.24,14.1,Cultural,37.4,2,0
19,1051.64,4.1,Adventure,1.0,0,1
51,4091.74,9.2,Cultural,19.0,1,4
62,3567.57,9.4,Cultural,17.6,1,4
54,9255.0,32.0,Cultural,37.4,2,0
23,1068.01,1.3,Cultural,1.9,0,1
37,5157.86,11.0,Adventure,20.5,3,3
39,4995.03,8.2,Adventure,21.9,3,3
30,5850.94,4.1,Adventure,24.9,3,3
44,4005.96,4.0,Cultural,19.9,1,3
50,4427.87,6.2,Cultural,15.2,1,4
35,4806.03,9.8,Adventure,14.8,3,3
23,1270.19,4.4,Adventure,5.2,0,1
45,4127.06,12.3,Adventure,22.8,3,3
35,5037.02,8.4,Adventure,8.3,3,3
43,6319.45,16.3,Relaxation,28.4,2,0
43,3271.92,7.7,Relaxation,17.1,1,4
47,5848.07,9.4,Relaxation,19.1,2,4
47,3564.87,5.5,Cultural,9.6,1,4
69,1914.99,8.2,Spiritual,15.3,4,4
32,5370.87,13.4,Adventure,26.5,3,3
25,4021.86,6.3,Relaxation,15.9,1,4
33,2260.85,10.9,Spiritual,15.0,4,4
46,6538.25,7.6,Cultural,18.9,2,3
23,5458.54,7.6,Adventure,27.9,2,3
24,1537.05,3.2,Adventure,1.0,0,1
60,2343.84,6.6,Relaxation,15.8,1,4
24,1751.28,2.0,Cultural,7.8,0,1
22,1017.04,2.6,Adventure,2.7,0,1
40,5870.5,6.1,Adventure,21.3,3,3
24,11259.0,4.0,Adventure,39.7,2,3
23,6962.01,10.2,Adventure,22.2,2,3
19,6141.3,12.3,Cultural,32.8,2,3
35,3507.03,7.4,Cultural,12.3,1,3
25,4987.0,2.1,Cultural,25.4,1,3
19,678.06,1.2,Cultural,6.4,0,1
53,2206.63,9.9,Cultural,12.0,1,4
41,8457.28,16.1,Cultural,41.2,2,0
25,681.0,4.1,Cultural,10.1,0,1
26,2237.09,1.0,Cultural,1.0,1,1
27,1556.74,2.1,Adventure,13.6,3,1
22,813.64,3.6,Adventure,2.3,0,1
23,4561.06,4.5,Relaxation,25.7,1,3
26,703.52,1.9,Adventure,8.5,0,1
53,4278.9,5.8,Cultural,11.4,1,4
30,2163.25,17.3,Spiritual,15.1,4,4
59,3375.33,14.8,Spiritual,12.9,4,4
54,2621.61,7.9,Spiritual,5.8,4,4
30,5574.42,10.5,Adventure,22.4,3,3
62,3470.94,5.6,Relaxation,19.8,1,4
36,5496.51,11.9,Adventure,30.4,3,3
50,6126.37,7.9,Relaxation,35.3,2,0
33,3276.39,6.5,Cultural,14.8,1,3
28,1493.36,1.0,Spiritual,11.2,0,4
20,927.73,7.0,Adventure,1.5,0,1
30,3489.36,8.0,Cultural,25.1,1,3
54,1293.93,11.9,Spiritual,9.2,4,4
64,3654.08,7.9,Cultural,14.2,1,4
40,4046.58,7.6,Cultural,22.9,1,3
48,3294.98,4.5,Cultural,14.5,1,4
30,737.41,2.7,Cultural,6.5,0,1
52,6986.54,19.3,Relaxation,34.4,2,0
20,866.5,5.3,Cultural,9.3,0,1
60,1530.59,17.4,Spiritual,11.1,4,4
56,3699.17,14.3,Spiritual,6.9,4,4
56,3458.78,6.1,Relaxation,19.5,1,4
40,3087.95,9.3,Spiritual,19.4,4,4
47,1827.76,3.5,Cultural,3.2,0,1
74,7130.14,18.1,Relaxation,26.8,2,0
30,3364.7,8.4,Relaxation,23.5,1,4
47,1522.22,13.2,Spiritual,12.5,4,4
53,2146.18,9.4,Cultural,15.2,1,4
29,1524.88,6.1,Adventure,10.7,3,1
27,9875.0,9.0,Relaxation,42.2,2,0
18,4933.88,14.3,Adventure,22.6,3,3
46,2302.19,8.1,Relaxation,10.8,1,4
20,2016.26,1.9,Spiritual,18.1,4,4
18,1096.72,2.1,Adventure,11.9,0,1
66,1415.0,8.0,Cultural,14.3,0,4
32,4171.58,3.9,Adventure,10.6,3,1
24,1987.19,6.2,Adventure,2.8,0,1
51,9247.49,16.2,Relaxation,31.4,2,0
48,1474.58,8.0,Cultural,8.7,0,4
39,4010.08,5.5,Cultural,8.3,1,4
27,1263.64,2.1,Cultural,11.1,0,1
48,2427.15,11.8,Cultural,15.1,1,4
29,6172.72,10.4,Adventure,27.4,2,3
72,6722.04,16.7,Cultural,33.0,2,0
25,1747.37,3.8,Adventure,10.6,3,1
35,4831.62,8.4,Adventure,13.7,3,3
35,5849.35,7.0,Adventure,24.3,3,3
29,1170.61,6.6,Adventure,6.8,0,1
50,2858.78,6.1,Cultural,7.4,1,4
35,2918.95,1.0,Spiritual,18.1,4,4
19,1265.66,7.8,Adventure,13.9,0,1
22,557.56,1.3,Adventure,1.0,0,1
33,4290.62,8.4,Relaxation,13.9,1,4
18,4338.79,6.4,Relaxation,14.8,1,4
60,6023.05,6.6,Cultural,23.6,2,0
18,754.65,5.7,Cultural,9.3,0,1
24,3439.46,10.7,Adventure,21.1,3,3
58,3862.87,7.1,Cultural,12.7,1,4
31,943.01,1.8,Cultural,7.5,0,1
29,1037.77,2.7,Adventure,6.8,0,1
23,1354.8,4.4,Adventure,7.9,0,1
39,3842.67,4.2,Cultural,10.5,1,4
36,3880.29,4.0,Cultural,13.1,1,3
45,3324.91,4.5,Cultural,15.6,1,4
19,1319.16,4.9,Adventure,9.6,0,1
18,6258.55,9.8,Adventure,25.6,2,3
52,2842.34,6.5,Cultural,16.7,1,4
18,770.89,2.6,Cultural,1.0,0,1
55,3009.56,3.8,Spiritual,14.0,4,4
34,3563.66,5.1,Relaxation,17.2,1,4
25,4948.57,9.5,Adventure,18.6,3,3
59,7846.07,20.0,Relaxation,31.9,2,0
45,6515.09,10.9,Adventure,26.6,2,3
22,1743.26,2.3,Adventure,10.0,0,1
28,743.34,2.9,Cultural,6.2,0,1
43,3711.41,7.3,Cultural,17.3,1,4
47,3780.93,9.0,Cultural,12.3,1,4
37,1876.44,13.1,Spiritual,16.1,4,4
54,4162.45,7.2,Cultural,15.9,1,4
18,2940.85,22.2,Spiritual,18.1,4,4
20,834.94,1.1,Cultural,3.1,0,1
27,4403.16,19.1,Relaxation,12.5,1,4
36,2087.18,7.4,Spiritual,7.5,4,4
31,3188.88,1.0,Spiritual,17.4,4,4
52,6631.52,19.1,Cultural,30.6,2,0
56,8372.59,22.1,Relaxation,39.6,2,0
55,6370.19,6.4,Relaxation,18.4,2,4
25,617.97,7.2,Cultural,5.9,0,1
20,516.93,3.9,Cultural,4.0,0,1
25,1326.0,38.0,Adventure,22.1,0,2
19,582.59,2.1,Adventure,1.0,0,1
55,2887.1,6.7,Cultural,14.5,1,4
33,1062.29,1.7,Spiritual,8.4,0,4
29,887.47,10.4,Adventure,15.1,0,1
21,578.89,3.7,Cultural,2.2,0,1
60,2242.73,13.2,Spiritual,11.5,4,4
32,2107.85,15.7,Spiritual,15.2,4,4
30,3373.35,10.9,Adventure,22.7,3,3
56,2705.71,6.9,Relaxation,14.5,1,4
55,5514.07,12.4,Relaxation,23.7,2,4
21,1456.46,2.6,Cultural,4.3,0,1
66,8823.6,13.5,Relaxation,39.0,2,0
18,581.34,3.7,Adventure,1.6,0,1
30,5602.68,12.3,Relaxation,27.4,2,3
25,1350.68,18.5,Spiritual,17.3,0,4
50,3428.04,12.2,Spiritual,16.1,4,4
26,2405.17,4.3,Spiritual,11.3,4,4
62,4601.9,15.7,Relaxation,19.2,1,4
35,1556.8,1.1,Spiritual,4.5,4,4
22,5624.38,4.4,Cultural,17.0,2,3
19,1549.4,2.3,Cultural,3.7,0,1
33,5416.07,17.0,Adventure,27.6,3,3
28,4561.84,11.1,Relaxation,20.2,1,4
69,8746.82,11.8,Cultural,42.5,2,0
23,2800.45,4.8,Adventure,19.2,3,1
34,4353.53,9.2,Adventure,18.4,3,3
22,571.51,6.3,Adventure,7.6,0,1
35,4580.68,4.5,Cultural,25.1,1,3
53,9015.57,12.7,Cultural,43.8,2,0
24,1532.11,2.2,Adventure,11.6,0,1
25,4510.89,11.6,Adventure,22.8,3,3
36,4027.56,7.4,Cultural,12.7,1,3
61,1461.0,10.0,Spiritual,3.9,4,4
44,6902.33,13.6,Relaxation,28.8,2,0
60,1262.0,5.0,Spiritual,4.1,4,4
61,3392.66,6.6,Relaxation,17.9,1,4
51,1757.63,8.5,Cultural,1.0,0,4
26,2829.09,1.1,Spiritual,4.9,4,4
21,656.26,4.8,Cultural,1.0,0,1
40,6146.02,14.5,Cultural,30.8,2,3
31,631.59,1.1,Adventure,3.2,0,1
46,2883.04,9.7,Relaxation,17.4,1,4
31,3905.62,7.6,Cultural,12.5,1,3
63,3862.98,21.6,Spiritual,14.1,4,4
49,3536.45,6.7,Cultural,22.7,1,4
38,3806.53,8.6,Cultural,21.7,1,3
32,4109.79,19.9,Adventure,28.9,3,3
21,740.62,5.8,Cultural,9.7,0,1
27,1984.39,7.2,Spiritual,3.9,4,4
41,3038.86,6.3,Cultural,13.5,1,4
54,4727.59,7.2,Cultural,14.2,1,4
21,2326.47,1.8,Cultural,14.5,1,1
23,2782.93,5.8,Cultural,10.8,1,1
33,2997.08,4.6,Cultural,12.0,1,1
48,5913.25,18.4,Cultural,21.2,2,3
22,9347.0,7.0,Relaxation,32.6,2,3
42,5330.25,10.3,Relaxation,17.5,2,4
18,1555.12,1.3,Cultural,1.6,0,1
44,2549.43,1.0,Spiritual,1.0,4,4
50,3235.93,5.9,Relaxation,16.4,1,4
28,644.08,1.0,Adventure,9.7,0,1
31,3604.4,14.6,Adventure,17.4,3,3
18,1298.78,5.1,Adventure,1.0,0,1
54,7939.24,8.0,Relaxation,21.7,2,0
50,4602.78,10.3,Cultural,27.4,1,3
43,3491.31,7.9,Cultural,25.0,1,3
34,6464.86,10.8,Adventure,17.8,2,3
41,2636.13,10.1,Cultural,16.9,1,4
46,6765.64,13.6,Cultural,26.9,2,0
27,3418.4,6.6,Relaxation,4.4,1,4
52,4640.65,15.0,Relaxation,17.7,1,4
19,4907.33,10.5,Adventure,18.5,3,3
64,3785.0,10.4,Cultural,12.9,1,4
67,1219.0,9.0,Spiritual,8.7,4,4
29,1570.01,13.6,Adventure,15.2,3,1
41,4136.81,6.7,Adventure,21.0,3,3
29,1226.74,2.1,Adventure,9.8,0,1
51,4832.28,8.4,Relaxation,13.4,1,4
46,3914.48,5.5,Relaxation,16.0,1,4
23,1645.0,4.7,Adventure,5.4,0,1
31,5942.15,10.6,Adventure,21.5,3,3
24,609.1,9.3,Cultural,15.0,0,1
33,4127.2,7.8,Cultural,15.9,1,3
26,594.95,7.4,Adventure,5.8,0,1
44,6985.0,9.1,Relaxation,32.3,2,0
36,3160.99,4.8,Cultural,3.2,1,1
66,2302.04,10.6,Relaxation,11.8,1,4
29,5903.86,8.0,Adventure,28.2,3,3
26,1453.34,2.0,Adventure,14.9,0,1
21,2402.81,4.1,Spiritual,13.0,4,4
18,1268.08,2.7,Adventure,7.1,0,1
35,3298.83,12.3,Adventure,18.3,3,3
34,4461.68,10.1,Adventure,18.9,3,3
39,2323.61,8.8,Cultural,10.7,1,4
66,1372.88,7.8,Spiritual,2.8,4,4
30,5024.02,9.9,Adventure,15.5,3,3
21,2150.51,4.3,Cultural,21.1,1,1
42,3426.43,4.5,Cultural,12.5,1,4
56,8816.74,10.9,Cultural,39.3,2,0
69,4515.08,21.1,Relaxation,23.6,1,0
56,6481.53,11.2,Relaxation,21.9,2,0
56,3182.14,5.4,Cultural,20.3,1,4
23,5052.69,5.6,Adventure,19.9,2,3
44,5781.6,8.7,Relaxation,31.1,2,0
42,2776.04,3.9,Relaxation,16.2,1,4
27,2125.47,1.4,Cultural,14.9,1,1
58,1308.16,15.9,Spiritual,6.7,4,4
22,2738.39,3.2,Adventure,14.8,3,1
62,7930.91,9.5,Cultural,32.5,2,0
70,7202.91,14.2,Relaxation,33.9,2,0
25,2350.94,6.8,Adventure,11.4,3,1
22,3090.35,7.8,Spiritual,15.4,4,4
31,1261.4,12.8,Adventure,17.6,0,1
65,6166.71,17.4,Cultural,33.0,2,0
50,2908.18,5.8,Relaxation,19.2,1,4
24,5024.6,10.5,Adventure,22.2,2,3
31,3400.54,3.8,Spiritual,15.8,4,4
23,3258.54,12.9,Relaxation,20.3,1,4
31,1965.25,14.7,Spiritual,14.3,4,4
19,583.0,2.0,Adventure,5.9,0,1
37,4037.56,5.0,Cultural,13.3,1,3
30,1446.51,3.9,Cultural,12.4,0,1
28,4068.88,12.6,Spiritual,22.5,4,4
28,5088.66,13.4,Adventure,23.5,3,3
52,3952.72,12.7,Relaxation,18.0,1,4
22,8745.0,8.0,Relaxation,34.1,2,3
75,6459.29,9.0,Cultural,20.2,2,0
25,3897.65,2.3,Spiritual,15.3,4,4
52,5686.71,10.5,Cultural,18.8,2,3
27,3191.06,10.7,Spiritual,27.9,4,4
21,5351.79,12.1,Adventure,25.7,2,3
43,2892.82,6.9,Cultural,4.4,1,4
28,866.79,4.8,Cultural,1.0,0,1
58,7442.51,16.0,Relaxation,45.6,2,0
44,3243.08,13.1,Spiritual,23.2,4,4
27,4237.63,8.8,Adventure,19.6,3,3
32,6273.81,9.2,Adventure,26.6,3,3
27,3680.89,3.5,Spiritual,25.4,4,4
30,896.86,4.7,Cultural,7.5,0,1
26,5546.18,11.3,Adventure,24.6,3,3
53,8187.58,21.1,Relaxation,42.4,2,0
35,4800.22,10.7,Relaxation,10.5,1,4
24,1685.57,16.0,Spiritual,13.7,4,4
19,4702.5,11.6,Adventure,28.0,3,3
19,944.22,6.1,Cultural,9.8,0,1
25,532.34,2.3,Cultural,8.5,0,1
68,8174.15,21.6,Relaxation,37.2,2,0
21,851.42,1.5,Cultural,1.9,0,1
49,3563.17,7.1,Cultural,13.7,1,4
70,7017.37,14.7,Cultural,31.3,2,0
54,4394.84,7.4,Cultural,21.9,1,4
50,5704.17,6.7,Cultural,32.2,2,3
45,4778.66,6.9,Cultural,25.8,1,3
31,1239.36,5.9,Adventure,12.3,0,1
21,1165.97,6.5,Adventure,1.0,0,1
31,6288.04,9.5,Relaxation,21.3,2,3
22,590.18,8.0,Adventure,6.9,0,1
73,8406.08,22.1,Cultural,35.2,2,0
27,3628.43,5.0,Adventure,15.8,3,3
27,1319.88,4.2,Cultural,9.4,0,1
45,7402.84,8.7,Relaxation,25.1,2,0
41,7828.08,14.9,Relaxation,34.7,2,0
62,6572.74,13.5,Cultural,31.6,2,0
21,492.0,1.0,Adventure,1.0,0,1
48,3532.7,12.1,Adventure,19.1,3,3
49,7897.75,12.6,Cultural,34.3,2,0
52,6575.89,19.0,Cultural,28.5,2,0
69,8666.39,19.7,Cultural,36.4,2,0
56,3715.22,12.7,Spiritual,14.4,4,4
31,6789.4,8.0,Adventure,34.0,3,3
18,1564.42,6.9,Cultural,7.5,0,1
21,317.0,1.0,Adventure,3.5,0,1
27,9581.0,8.0,Adventure,41.9,3,3
22,726.32,1.2,Adventure,8.5,0,1
28,935.41,3.3,Adventure,7.5,0,1
35,4062.51,9.5,Cultural,13.6,1,3
66,1803.39,24.7,Spiritual,23.4,4,4
60,7206.85,10.1,Cultural,37.6,2,0
44,2546.0,39.0,Cultural,28.4,1,2
18,5694.87,9.5,Adventure,29.0,2,3
45,14600.0,25.0,Cultural,54.8,2,0
46,2435.44,8.7,Cultural,7.7,1,4
32,4126.0,5.3,Adventure,17.3,3,3
44,2685.79,2.0,Cultural,11.8,1,4
63,5399.89,12.2,Relaxation,24.4,2,0
43,3888.95,13.2,Cultural,15.0,1,4
21,1236.26,8.2,Cultural,9.2,0,1
21,4019.98,6.2,Cultural,16.6,1,3
60,11008.0,44.0,Relaxation,63.0,2,0
29,2574.87,4.0,Cultural,15.5,1,1
43,4195.02,6.5,Relaxation,19.3,1,4
30,718.69,3.1,Adventure,5.2,0,1
25,1709.79,3.7,Adventure,7.6,3,1
18,791.68,1.8,Cultural,11.4,0,1
23,1923.69,10.2,Spiritual,13.2,4,4
60,2721.6,16.9,Spiritual,11.0,4,4
19,1649.35,1.8,Adventure,12.7,0,1
35,1723.66,8.0,Cultural,18.4,0,1
44,3330.89,6.3,Cultural,11.2,1,4
75,7223.57,18.0,Relaxation,36.2,2,0
48,3462.99,8.8,Relaxation,9.2,1,4
58,3805.39,6.4,Cultural,22.5,1,4
24,823.97,2.7,Cultural,14.4,0,1
39,7354.48,10.9,Adventure,29.0,2,3
23,347.0,1.0,Adventure,5.2,0,1
46,4054.22,7.4,Cultural,18.1,1,4
35,4705.63,3.7,Adventure,25.8,3,3
34,5652.01,8.1,Adventure,19.2,3,3
18,2390.27,12.2,Spiritual,17.2,4,4
56,7242.76,14.2,Cultural,32.0,2,0
48,4084.77,6.8,Relaxation,24.5,1,4
31,1595.5,2.8,Cultural,10.1,0,1
43,1965.0,77.0,Relaxation,43.5,0,2
49,3068.33,2.8,Cultural,15.3,1,4
45,2338.58,15.1,Spiritual,19.1,4,4
20,5096.43,10.0,Adventure,22.4,2,3
22,1116.71,7.4,Cultural,13.1,0,1
27,1657.98,18.8,Spiritual,11.5,4,4
44,8342.21,13.0,Relaxation,41.9,2,0
51,2904.69,15.5,Spiritual,28.8,4,4
21,1776.8,2.6,Cultural,2.0,0,1
31,1064.0,3.2,Adventure,1.0,0,1
23,11379.0,3.0,Adventure,37.5,2,3
19,2816.45,1.4,Adventure,9.9,3,1
50,1774.1,9.6,Spiritual,15.8,4,4
29,1021.88,4.4,Cultural,7.2,0,1
41,1030.0,47.0,Relaxation,31.3,0,2
59,5074.24,14.7,Relaxation,22.6,2,4
23,4339.36,13.1,Adventure,28.4,3,3
36,6332.6,10.2,Adventure,24.2,2,3
21,9588.0,8.0,Adventure,36.9,2,3
45,2458.73,6.7,Cultural,6.5,1,4
59,3592.66,8.2,Cultural,17.4,1,4
24,860.03,4.2,Cultural,2.0,0,1
40,2234.06,8.1,Cultural,9.1,1,4
63,7636.69,16.7,Relaxation,37.9,2,0
32,2681.15,13.1,Adventure,21.8,3,3
28,679.45,3.1,Cultural,3.6,0,1
18,510.54,5.5,Cultural,12.0,0,1
36,8887.92,13.8,Cultural,36.1,2,0
40,3119.36,9.5,Relaxation,19.3,1,4
64,4256.17,5.5,Cultural,10.1,1,4
22,4580.14,7.4,Adventure,21.3,3,3
41,7927.85,9.4,Adventure,30.1,3,3
24,4478.32,12.2,Adventure,15.3,3,3
25,1147.9,1.9,Cultural,9.7,0,1
70,1420.0,7.0,Spiritual,16.7,4,4
32,5311.51,7.6,Adventure,20.9,3,3
18,4138.83,11.9,Adventure,20.8,3,3
65,1700.45,7.1,Cultural,18.9,0,4
19,2143.6,14.3,Cultural,8.4,1,1
31,3926.57,4.6,Cultural,24.9,1,3
32,3966.49,1.1,Spiritual,14.6,4,4
22,1976.3,4.5,Adventure,5.3,0,1
41,4651.96,12.8,Adventure,22.2,3,3
23,2556.71,6.5,Cultural,14.1,1,1
66,2562.86,16.3,Spiritual,9.6,4,4
36,4032.3,4.0,Cultural,16.9,1,3
40,4838.01,10.6,Adventure,16.1,3,3
45,3280.16,6.1,Cultural,10.2,1,4
